34	71	5	89	84
52	24	56	58	10
93	13	82	47	74
37	8	25	48	6
10	31	28	67	28
7	21	54	53	41
81	94	39	53	50
66	75	97	47	100
57	43	97	24	88
52	41	64	25	45
43	24	74	70	89
58	78	69	51	17
35	54	16	86	2
71	60	19	74	86
14	71	98	43	35
54	65	16	39	97
63	77	58	47	71
54	95	6	96	50
38	73	24	67	22
13	93	83	90	92
19	12	99	71	96
52	51	99	49	29
54	65	19	62	48
47	86	21	6	93
95	31	98	83	96
48	68	81	36	74
60	58	3	74	91
43	34	33	100	70
58	32	50	94	47
11	36	93	60	86
74	72	40	2	74
71	82	9	98	99
83	38	64	91	24
60	59	23	78	76
22	12	70	20	24
13	55	5	69	62
1	45	92	87	80
38	93	78	17	30
3	15	49	57	60
77	11	1	96	58
65	68	21	8	70
48	33	26	71	25
48	92	54	26	13
18	63	47	55	92
59	12	92	7	33
85	49	52	61	7
13	50	63	46	64
88	34	90	66	100
31	11	55	57	46
24	27	81	34	42
77	67	84	5	6
11	55	24	71	13
55	32	95	14	67
67	48	15	35	76
77	81	51	10	29
20	78	95	54	42
93	93	98	40	8
24	93	53	93	12
81	48	96	66	48
53	33	11	80	100
53	41	6	89	60
46	10	81	79	99
57	86	81	14	92
43	55	10	69	17
1	13	74	97	84
98	28	89	42	91
84	75	21	65	81
42	46	40	8	30
24	48	21	84	66
53	91	60	9	84
38	12	87	97	31
44	23	54	9	65
12	59	2	20	76
96	57	68	82	93
35	72	98	73	47
4	94	54	36	49
7	58	75	57	60
89	24	51	49	53
17	46	9	68	48
46	18	24	11	80
97	74	31	4	31
66	21	87	22	40
70	28	96	63	29
21	86	17	17	18
36	83	61	93	14
59	32	4	96	17
100	19	1	53	80
38	96	96	80	89
73	21	87	49	1
64	26	86	96	6
20	21	90	4	78
53	35	18	10	33
24	72	56	22	44
6	3	13	3	81
54	100	81	33	33
12	19	89	82	71
64	1	32	82	36
93	81	67	34	55
34	82	89	70	83
24	81	79	97	32
37	8	44	84	37
15	75	72	23	73
1	71	39	79	51
34	5	93	10	13
13	3	47	64	95
55	87	79	7	66
24	22	18	20	86
82	71	36	47	16
60	96	87	1	90
51	67	34	97	97
89	44	9	71	32
49	55	21	62	9
24	99	71	31	65
12	6	54	53	67
70	3	64	56	69
99	93	14	74	6
53	17	7	61	79
5	36	63	38	89
37	88	14	27	15
99	62	71	7	25
83	29	96	73	5
44	71	1	99	69
68	89	55	78	98
76	61	92	91	3
72	24	4	22	63
88	73	44	2	30
67	9	23	94	58
81	75	49	73	19
33	32	32	37	29
48	100	11	34	10
61	40	85	60	20
17	93	18	44	96
62	85	27	87	99
91	43	75	7	7
23	77	6	35	87
69	85	84	91	19
85	46	20	76	92
26	81	61	60	84
99	40	96	25	40
52	46	39	12	85
78	83	65	84	91
29	61	72	65	18
60	61	50	3	64
29	84	72	61	77
13	93	31	68	47
84	34	14	68	45
45	1	22	7	89
64	17	29	46	24
8	23	44	7	36
38	89	4	27	21
17	58	70	91	43
22	47	30	10	98
51	5	17	3	18
98	20	70	65	10
15	56	83	22	83
15	64	22	1	17
78	86	41	8	79
33	66	95	76	18
8	100	66	78	63
78	84	15	76	25
47	83	5	55	70
5	91	86	60	94
26	2	2	68	10
95	56	78	43	7
75	24	85	54	20
78	1	17	34	1
43	1	5	96	21
70	30	56	99	62
87	11	55	14	64
47	4	8	95	65
98	22	93	81	99
67	76	29	43	72
23	72	77	84	17
50	75	37	41	95
90	35	20	45	42
45	48	43	26	78
2	93	37	42	32
39	84	81	88	57
60	66	45	31	10
18	56	14	15	20
52	21	36	49	91
86	34	95	13	10
62	54	62	15	81
63	61	85	82	45
59	83	74	28	13
21	7	19	57	52
52	51	81	39	52
24	15	93	81	66
17	86	38	3	51
72	77	85	16	80
6	28	68	62	28
53	16	21	56	42
39	30	61	42	42
22	44	8	96	50
38	47	89	62	62
77	68	98	5	96
5	54	53	97	80
1	16	25	12	73
58	4	77	75	41
91	6	10	25	34
58	16	5	69	56
16	84	89	17	65
90	57	79	33	40
83	6	66	10	66
81	45	86	100	85
1	6	88	14	98
15	64	49	95	73
36	99	59	8	51
96	33	38	19	65
35	91	86	44	33
79	17	37	47	22
51	28	4	86	79
18	89	29	47	87
82	47	44	66	29
71	74	68	94	1
94	23	57	10	86
92	92	11	75	19
28	54	77	21	97
10	19	72	23	57
10	71	71	58	9
61	95	78	36	94
38	23	46	89	54
71	2	40	62	99
13	18	77	17	23
36	79	40	32	39
34	29	76	44	69
10	18	79	26	30
54	91	33	35	5
83	86	75	23	35
16	24	25	76	89
69	72	87	44	93
69	5	73	73	31
46	64	49	38	26
24	79	30	51	100
27	89	25	81	41
79	74	69	52	48
70	95	74	40	91
6	62	55	86	71
12	56	27	94	48
33	76	34	45	22
34	20	9	83	100
98	1	52	77	13
43	50	19	73	7
98	57	26	88	21
8	88	82	59	7
46	1	63	83	65
45	72	69	57	46
67	76	46	62	6
92	24	63	95	51
24	33	57	44	12
80	40	56	77	83
8	3	10	57	52
4	6	22	14	88
87	61	78	73	89
37	67	61	69	67
86	40	31	30	24
32	13	43	34	57
27	18	22	3	34
79	21	95	58	73
33	15	81	96	35
44	76	28	84	39
49	100	97	68	15
3	91	63	96	38
18	97	56	41	47
37	75	12	43	5
67	15	5	81	3
28	55	84	90	7
40	27	46	32	49
48	44	47	75	38
22	68	66	11	17
94	76	18	69	95
67	81	27	2	34
97	22	87	42	75
45	22	87	82	36
55	41	79	78	16
69	95	19	42	52
77	18	100	80	36
67	4	32	52	33
87	27	4	5	71
8	52	94	31	69
78	21	71	83	3
14	31	10	62	54
43	5	30	76	15
87	40	11	16	50
4	92	90	70	53
8	37	31	20	86
91	26	93	4	71
92	25	24	63	68
89	43	50	41	98
54	27	48	74	92
36	79	53	34	44
72	41	95	11	55
79	42	48	77	95
97	49	95	91	87
8	97	89	2	31
84	48	91	55	36
12	10	56	13	81
24	29	54	41	16
85	20	57	7	97
60	89	34	30	63
95	88	86	54	26
67	98	92	91	34
31	82	32	15	93
8	89	61	4	67
11	45	42	87	76
87	60	93	79	45
79	70	68	27	92
81	80	100	65	69
5	84	43	22	49
9	72	88	36	60
96	27	57	87	78
62	25	44	82	94
61	76	5	72	69
49	11	77	72	77
42	38	78	7	91
36	60	63	24	17
69	97	61	25	12
36	22	91	15	93
54	40	47	57	73
27	98	80	78	83
54	46	8	53	30
88	70	16	92	85
4	92	33	84	29
62	7	29	30	81
49	83	39	45	55
58	47	11	90	29
98	25	40	30	42
89	75	68	70	44
5	2	80	9	53
9	94	32	60	83
7	20	88	31	3
43	56	82	41	88
72	94	42	89	56
27	19	85	5	91
91	5	30	23	51
41	5	89	69	70
22	96	29	98	34
54	76	20	81	44
86	17	98	47	87
46	94	29	68	29
5	46	44	1	88
43	45	68	62	90
3	18	14	56	42
37	47	29	70	2
14	51	3	99	93
54	100	58	47	5
95	94	41	36	29
45	56	99	52	97
34	90	35	14	20
61	80	9	100	18
29	52	34	12	69
61	5	86	14	53
35	39	59	37	89
25	83	53	50	4
91	80	76	80	31
57	12	11	21	86
33	74	13	8	74
39	35	17	64	58
76	21	17	81	56
12	6	32	83	34
45	67	9	89	93
41	76	10	33	35
59	7	14	61	53
35	50	8	90	94
62	77	12	38	19
45	42	41	22	41
40	83	50	48	78
79	24	56	21	77
84	84	48	83	11
74	7	13	55	75
5	100	26	30	88
83	93	5	1	53
56	79	70	53	50
99	48	100	40	8
26	99	15	20	64
27	1	24	83	32
22	15	41	56	66
49	6	42	23	68
70	68	77	24	28
3	16	51	53	71
93	30	85	49	63
80	19	33	27	97
100	74	54	1	56
44	89	75	65	37
90	47	39	99	15
88	42	51	99	28
50	21	73	38	87
33	31	87	16	79
72	82	20	23	90
18	45	1	30	79
69	99	95	9	13
19	90	49	54	91
42	13	37	56	74
73	26	56	10	41
37	13	50	21	77
23	64	89	65	38
21	69	10	62	37
73	8	85	19	68
66	22	64	78	16
33	51	7	73	61
56	31	95	73	78
17	41	12	94	71
10	77	42	89	45
67	37	66	1	61
40	19	62	100	21
16	69	93	3	85
53	42	14	82	83
47	72	68	82	1
7	68	28	80	93
59	62	80	43	44
66	25	31	53	37
24	58	48	16	47
77	25	7	36	12
97	32	7	84	89
26	90	96	80	5
31	63	85	13	21
6	9	76	67	37
16	79	16	78	25
25	98	85	51	73
55	41	19	78	92
38	53	21	38	82
54	93	94	60	62
73	99	12	50	33
21	72	2	53	49
66	80	55	43	47
37	77	38	8	76
73	82	34	72	24
12	10	34	96	12
7	28	90	46	88
25	99	78	27	82
69	8	88	76	3
51	92	38	100	70
16	23	68	48	2
22	31	67	74	53
95	86	97	21	92
38	78	59	70	63
10	47	24	8	17
84	30	93	100	52
79	47	13	4	40
77	76	62	46	7
46	20	66	64	44
45	73	42	9	9
24	58	5	86	27
24	82	89	92	64
26	71	44	44	6
58	72	66	17	16
39	81	50	61	96
67	95	73	72	56
85	22	29	74	61
72	55	99	37	73
83	60	27	43	85
54	13	21	49	3
87	69	55	13	65
67	96	48	8	95
45	80	35	28	74
1	86	59	46	55
57	3	29	6	25
93	11	92	95	90
51	72	95	73	53
59	38	48	30	28
60	37	61	13	82
39	99	16	56	17
68	56	50	52	70
46	66	16	82	52
39	72	43	75	41
80	13	4	86	22
40	54	35	92	66
65	31	44	88	70
27	2	32	44	66
51	50	10	76	83
37	12	36	49	50
21	24	31	21	47
81	88	33	19	82
23	81	9	70	66
83	10	52	34	42
2	64	11	10	67
76	27	75	53	10
54	44	72	56	18
50	14	79	78	1
31	61	91	98	87
27	7	74	35	44
86	33	51	91	32
58	77	20	4	96
95	84	17	92	48
16	85	100	92	96
22	45	44	93	34
10	31	60	52	62
32	29	10	66	6
34	52	62	89	70
36	39	98	5	80
13	74	92	20	9
11	11	97	72	92
78	74	4	37	78
40	46	23	5	79
84	15	61	37	64
13	47	92	15	14
26	38	76	36	89
37	80	27	35	99
75	10	13	11	52
12	32	9	5	74
72	23	64	22	31
51	57	19	92	45
84	62	63	32	23
21	64	26	44	70
77	44	63	32	32
20	16	52	57	60
59	72	48	56	98
32	65	89	66	5
94	39	90	3	50
75	49	25	99	90
38	47	44	68	75
31	95	18	40	22
21	46	29	68	14
88	88	77	47	15
61	9	60	24	72
75	91	32	22	62
74	31	25	34	51
36	95	4	33	92
22	4	98	16	83
9	52	12	12	25
87	22	58	17	17
81	17	11	63	61
18	2	23	26	68
67	4	80	88	18
65	38	50	36	42
98	75	79	16	78
8	79	45	62	68
74	81	74	45	36
93	10	95	50	89
31	5	69	4	51
55	70	32	88	18
72	59	99	23	20
42	58	88	1	94
55	41	36	61	50
65	40	27	88	19
57	46	33	37	84
67	70	28	62	45
43	42	47	14	34
99	47	65	16	88
1	96	61	49	8
69	99	78	31	83
72	58	85	66	11
32	99	90	58	13
78	5	64	52	36
56	52	41	12	25
100	9	87	24	28
16	77	63	16	5
1	16	43	22	92
3	10	1	72	30
10	79	68	40	10
9	23	59	46	17
42	89	45	76	92
57	67	30	27	91
24	44	55	91	25
60	23	9	25	80
50	29	5	13	65
78	45	6	47	89
85	79	39	90	75
98	27	14	24	74
26	28	63	7	25
14	86	57	65	65
3	99	84	20	78
92	30	100	49	96
73	71	36	58	57
48	66	27	23	61
53	30	54	30	14
22	36	17	32	65
69	76	91	45	94
8	63	54	87	55
73	34	54	90	60
10	9	85	21	93
74	15	60	49	60
3	69	74	26	26
29	91	58	62	96
61	49	96	20	4
10	6	86	78	97
92	10	1	93	70
81	25	26	10	92
4	31	17	88	81
51	97	67	76	20
29	53	28	57	24
67	40	94	97	40
51	39	59	83	14
83	25	31	21	85
59	95	86	5	43
91	49	63	76	70
66	30	11	40	24
56	51	67	73	91
20	3	69	52	7
11	91	29	93	94
2	76	49	54	74
75	37	15	60	28
74	35	99	55	91
9	18	74	60	30
45	72	61	43	17
15	21	13	26	15
38	28	55	77	20
94	1	18	37	57
27	13	4	87	22
93	1	52	34	63
32	96	8	96	80
28	11	74	85	67
35	63	44	11	28
20	62	4	92	51
24	54	94	94	56
61	83	47	47	75
13	80	13	60	66
2	16	39	66	87
94	61	50	4	80
80	67	22	5	37
29	15	55	71	90
52	93	41	93	10
65	35	94	42	99
4	71	28	72	74
85	73	60	64	72
87	63	69	51	44
61	45	68	68	64
19	42	77	92	1
48	38	13	10	79
94	76	62	34	25
91	49	63	63	48
82	28	7	21	51
94	25	48	79	80
66	24	97	40	42
8	67	39	10	3
16	55	26	94	66
27	2	26	40	2
98	98	12	43	67
20	29	97	43	79
26	81	74	65	45
28	4	57	30	9
31	58	70	38	96
5	75	91	86	71
83	99	96	44	89
27	69	41	89	86
31	78	1	1	68
75	32	35	19	42
79	65	12	38	13
16	20	72	73	66
66	65	82	17	72
7	11	1	93	89
69	43	65	99	81
7	79	53	65	52
99	64	19	71	99
12	97	100	42	24
15	41	71	8	70
2	64	66	96	91
7	48	86	78	66
39	5	100	16	83
58	62	20	20	83
11	30	65	52	83
21	12	31	54	65
45	52	20	85	12
100	24	94	9	26
82	84	32	41	27
36	97	5	54	92
50	35	23	99	1
90	63	1	49	80
43	26	16	44	6
53	84	69	5	82
88	65	45	83	39
10	59	60	66	30
94	73	84	32	41
82	93	24	53	94
49	50	91	77	60
77	66	19	15	31
19	94	16	48	81
44	42	7	39	29
16	38	58	69	53
74	24	82	10	31
3	23	98	97	43
15	81	31	57	65
20	56	77	33	65
92	64	52	36	64
59	27	66	58	68
35	38	11	37	23
41	69	99	73	21
67	90	53	19	51
86	9	69	66	68
37	68	43	94	30
16	98	45	100	71
4	21	9	83	73
68	85	67	69	73
71	85	10	78	80
50	42	11	62	29
62	41	72	83	33
92	98	12	57	77
49	91	55	46	86
74	24	37	45	55
5	14	5	30	13
22	81	19	87	23
90	16	100	23	33
80	28	85	70	45
98	23	81	72	41
72	92	65	59	88
63	59	42	53	19
84	32	20	91	20
78	63	54	52	62
64	28	54	62	24
5	42	38	98	40
56	93	84	33	13
95	99	63	26	66
89	54	57	96	65
62	61	84	62	77
82	98	74	88	98
30	52	98	68	41
34	99	28	88	42
50	34	82	12	28
76	66	6	88	41
18	6	70	62	4
66	67	52	81	22
70	42	89	28	11
4	74	25	37	12
3	53	28	75	95
44	73	47	83	19
85	86	43	96	42
59	91	54	79	30
94	69	72	1	46
86	54	55	10	85
16	85	95	9	13
48	22	49	27	21
68	95	43	14	95
69	46	56	53	40
5	38	98	93	31
36	70	15	63	40
78	52	9	24	53
18	95	84	1	76
94	63	38	79	20
74	1	65	87	13
9	54	83	79	74
90	97	85	27	83
86	56	50	53	60
78	89	8	92	92
37	73	45	54	72
85	82	49	30	82
76	92	98	26	30
5	55	16	57	63
89	63	18	90	96
52	85	86	44	36
52	26	38	96	73
22	39	28	95	42
92	11	93	67	13
30	32	92	1	87
63	63	53	94	58
8	62	26	9	65
9	77	63	51	22
61	25	47	68	20
70	85	52	49	5
22	24	100	4	8
14	20	85	82	43
93	19	20	94	99
94	100	48	75	70
84	22	87	84	51
6	13	73	38	94
40	32	47	29	89
63	63	53	83	68
89	94	79	13	85
49	96	7	48	44
66	66	87	14	88
33	59	79	29	1
48	73	19	72	95
73	94	22	44	66
77	31	78	10	8
44	14	25	73	68
47	65	17	12	64
51	84	71	33	3
34	10	97	12	33
6	99	22	23	46
26	72	39	46	36
83	82	46	5	87
45	12	88	95	96
87	89	52	3	35
98	46	34	13	63
5	16	84	10	7
3	64	77	40	42
34	64	16	25	93
76	68	21	57	10
49	74	1	95	70
28	37	47	75	89
62	69	87	76	65
22	45	56	30	57
2	10	71	50	25
32	97	99	37	95
17	23	100	87	37
6	22	62	94	99
80	98	47	95	77
93	34	80	70	12
69	88	11	79	5
56	3	100	23	72
32	74	43	92	69
61	31	52	60	88
9	84	10	51	28
57	62	82	47	63
39	36	78	9	78
71	49	70	37	9
68	36	59	16	82
47	26	7	41	82
7	87	21	54	81
90	6	22	36	30
42	11	41	75	74
18	3	99	84	23
70	51	49	5	4
65	18	98	26	26
45	88	80	89	19
96	37	39	42	1
44	43	99	20	61
12	39	23	5	54
12	12	53	11	95
22	98	52	48	48
15	27	82	35	29
17	69	13	35	3
13	90	29	39	6
39	100	69	22	58
46	86	75	100	25
28	95	47	12	65
24	88	14	28	17
62	64	90	72	34
3	14	44	73	70
9	36	80	20	41
30	27	27	91	78
59	57	22	71	84
1	90	98	68	10
4	52	11	56	45
94	19	32	61	38
31	7	31	64	100
80	54	6	12	74
90	23	97	59	50
37	74	41	47	40
89	86	80	14	27
27	76	76	71	63
69	75	39	77	28
50	38	26	8	75
5	30	48	79	98
65	84	31	57	31
55	29	2	78	17
19	2	19	17	89
37	83	72	28	14
56	4	77	5	31
5	34	41	51	63
68	70	22	97	25
36	74	3	51	56
32	78	61	2	40
6	2	17	25	71
86	59	25	40	90
68	90	89	36	2
33	53	50	69	46
91	74	31	97	46
36	20	27	68	65
39	90	84	37	29
51	18	77	16	7
58	41	33	6	42
62	21	5	2	31
99	36	88	50	87
20	94	49	94	90
43	87	24	63	26
78	41	74	62	53
47	69	8	12	41
40	5	92	45	32
94	61	3	16	10
54	36	21	69	49
91	3	79	98	82
4	94	5	51	96
76	66	17	52	11
49	19	20	95	42
55	1	48	46	27
43	46	23	74	7
20	56	70	22	8
39	27	79	41	92
94	87	94	6	47
89	40	4	58	35
58	9	26	4	56
100	57	8	89	34
90	43	56	62	23
39	20	18	8	23
52	34	25	94	10
91	15	40	76	33
23	62	35	78	30
24	18	19	3	4
5	48	70	26	18
23	14	51	75	21
29	4	90	91	50
60	64	79	6	41
6	94	90	91	41
19	14	9	2	97
15	21	98	89	84
34	17	11	17	9
73	7	1	99	4
69	95	98	92	27
25	84	18	4	76
90	43	88	5	53
7	32	24	64	65
59	30	31	34	77
39	80	73	94	82
86	99	69	71	55
52	41	100	1	49
9	28	69	86	94
9	17	72	26	35
37	46	29	98	45
96	69	78	59	98
61	74	58	52	23
68	8	62	99	89
48	40	15	34	10
24	65	99	7	4
14	41	76	62	66
5	28	68	58	45
98	27	23	45	20
80	12	74	22	1
75	3	75	50	93
98	43	87	79	54
34	70	39	95	27
91	16	70	97	68
84	88	70	40	100
62	67	97	71	67
56	71	52	4	61
77	55	29	58	97
26	17	18	80	1
78	29	90	11	93
82	97	57	94	90
93	33	79	39	27
69	73	69	72	93
79	95	11	35	11
22	35	62	83	28
5	60	13	22	27
34	17	95	72	52
40	21	21	94	89
23	93	23	53	76
49	60	41	71	27
94	59	15	24	97
68	67	63	36	61
9	19	38	79	63
81	85	17	14	66
41	81	72	35	29
63	37	58	16	50
34	5	40	47	95
98	14	91	61	91
32	29	26	39	71
87	83	96	59	70
52	18	86	89	75
56	94	43	55	76
13	35	84	93	9
55	65	38	68	66
60	55	99	97	9
86	10	60	93	61
31	10	44	88	94
40	60	70	8	84
11	24	65	56	89
54	66	69	5	75
84	33	57	9	26
58	16	92	44	78
48	3	38	84	47
16	64	57	11	88
75	53	73	19	70
5	52	50	64	65
44	55	63	71	46
74	23	38	49	74
6	65	95	65	59
23	5	89	41	88
41	17	3	2	89
76	64	97	42	77
62	77	87	93	15
38	15	69	7	47
24	58	48	36	4
99	49	7	56	15
33	49	86	97	31
71	14	4	92	100
50	58	41	16	1
100	91	6	83	39
57	60	2	32	50
3	39	16	40	88
65	71	44	6	51
35	81	49	60	66
64	51	35	93	37
34	38	62	8	5
53	14	32	75	60
94	8	19	69	4
7	78	73	21	59
46	29	48	34	31
90	2	97	56	47
8	21	42	98	5
2	57	26	66	49
51	97	22	42	89
17	19	74	89	18
88	19	40	87	49
67	39	77	91	90
41	53	36	67	46
36	7	65	61	40
79	11	19	34	44
16	74	11	69	75
36	76	26	71	36
86	13	44	14	47
54	10	41	97	6
46	13	43	20	34
38	58	7	39	73
50	60	77	61	42
82	5	8	47	25
32	53	44	71	43
88	49	88	63	27
67	65	7	23	64
88	15	17	28	50
84	28	14	68	9
65	100	6	82	19
39	35	81	50	40
97	30	18	31	62
11	62	33	47	61
83	88	37	30	98
26	10	62	34	66
61	55	98	13	31
75	27	60	95	32
81	43	18	60	93
7	99	54	94	63
83	86	65	15	87
73	83	21	43	6
37	73	87	47	71
1	97	68	97	91
57	59	93	86	79
62	55	37	39	46
61	76	32	39	79
19	76	76	50	96
83	95	36	4	66
41	88	45	1	77
31	2	50	25	80
92	80	80	39	71
78	82	76	3	91
39	25	44	100	13
82	10	81	57	94
